id,name,birthYear
nm9426486,Alice Krige,
nm9426487,Sylvia Kristel,1952
nm9426488,Marta Kristen,
nm9426489,Kris Kristofferson,1936
nm9426490,Joseph Kroner,
nm9426491,Alma Kruger,1868
nm9426492,Hardy Kruger,1928
nm9426493,Otto Kruger,1885
nm9426494,Gene Krupa,
nm9426495,Jack Kruschen,1922
nm9426496,Vivian Kubrick,
nm9426497,Youki Kudoh,1971
nm9426498,Paul Kukas,
nm9426499,Nancy Kulp,1919
nm9426500,Cal Kuniholme,
nm9426501,Alwyn Kurts,
nm9426502,Katy Kurtzman,
nm9426503,James Kushner,
nm9426504,Nancy Kwan,1938
nm9426505,Burt Kwouk,1930
nm9426506,Sam Kydd,1917
nm9426507,Machiko Kyo,1924
nm9426508,Kay Kyser,1897
nm9426509,David Labiosa,
nm9426510,Catherine Lacey,1904
nm9426511,Ronald Lacey,
nm9426512,Taylor Lacher,
nm9426513,Stephen Lack,
nm9426514,Frank Lackteen,1894
nm9426515,Denis Lacroix,
nm9426516,Jerry Lacy,
nm9426517,Alan Ladd,1913
nm9426518,Cheryl Ladd,1951
nm9426519,David Ladd,
nm9426520,Diane Ladd,1932
nm9426521,Patricia Laffan,1919
nm9426522,Marcy Lafferty,
nm9426523,Bert Lahr,1895
nm9426524,Christine Lahti,
nm9426525,Gary Lahti,
nm9426526,Frankie Laine,1913
nm9426527,Jenny Laird,1917
nm9426528,Arthur Lake,1905
nm9426529,Veronica Lake,1919
nm9426530,Barbara LaMarr,1896
nm9426531,Hedy Lamarr,1913
nm9426532,Fernando Lamas,1915
nm9426533,Lorenzo Lamas,
nm9426534,Gil Lamb,1906
nm9426535,Christopher Lambert,
nm9426536,Constant Lambert,1905
nm9426537,Jack Lambert,1899
nm9426538,Jack Lambert,1920
nm9426539,Paul Lambert,
nm9426540,Heath Lamberts,
nm9426541,Lloyd Lamble,1914
nm9426542,Duncan Lamont,1918
nm9426543,Molly Lamont,
nm9426544,Dorothy Lamour,1914
nm9426545,Charles Lampkin,
nm9426546,Burt Lancaster,1913
nm9426547,Karl Lanchbury,
nm9426548,Elsa Lanchester,1902
nm9426549,Geoffrey Land,
nm9426550,David Landau,1878
nm9426551,Martin Landau,1933
nm9426552,Judy Landers,
nm9426553,Elissa Landi,1904
nm9426554,Marla Landi,1937
nm9426555,Carole Landis,1919
nm9426556,Cullen Landis,1896
nm9426557,Jessie Royce Landis,1904
nm9426558,Laurene Landon,
nm9426559,Michael Landon,1937
nm9426560,Valerie Landsburg,
nm9426561,Abbe Lane,
nm9426562,Allan \'Rocky' Lane,1901
nm9426563,Charles Lane,1899
nm9426564,Diane Lane,1965
nm9426565,Jocelyn Lane,
nm9426566,Lola Lane,1909
nm9426567,Lupino Lane,1892
nm9426568,Kent Lane,
nm9426569,Mike Lane,
nm9426570,Priscilla Lane,1917
nm9426571,Rosemary Lane,1913
nm9426572,Richard Lane,1900
nm9426573,Rusty Lane,
nm9426574,Tom Lane,
nm9426575,Matheson Lang,1879
nm9426576,Perry Lang,
nm9426577,Robert Lang,1934
nm9426578,Glenn Langan,1917
nm9426579,Harry Langdon,1884
nm9426580,Michael Langdon,
nm9426581,Sue Ane Langdon,1940
nm9426582,Hope Lange,1931
nm9426583,Jessica Lange,1949
nm9426584,Frank Langella,1940
nm9426585,Frances Langford,1914
nm9426586,Lillie Langtry,1853
nm9426587,Angela Lansbury,1925
nm9426588,Joi Lansing,1928
nm9426589,Robert Lansing,1929
nm9426590,Mario Lanza,1921
nm9426591,Laurie Lapinski,
nm9426592,Laura LaPlante,1904
nm9426593,Jane Lapotaire,1941
nm9426594,Rod LaRocque,1896
nm9426595,Erik Larsen,
nm9426596,Ham Larsen,
nm9426597,Keith Larsen,1925
nm9426598,Wolf Larson,1959
nm9426599,Jack LaRue,1927
nm9426600,Louise Lasser,1939
nm9426601,Sidney Lassick,
nm9426602,Lassie,
nm9426603,Louise Latham,
nm9426604,Queen Latifah,19bb
nm9426605,Frank Latimore,
nm9426606,Matt Lattanzi,
nm9426607,Lyle Lattel,
nm9426608,Ellen Hamilton Latzen,
nm9426609,Chester Lauck,1902
nm9426610,Tom Laughlin,1938
nm9426611,Charles Laughton,1899
nm9426612,Cyndi Lauper,1953
nm9426613,Carol Laure,
nm9426614,Stan Laurel,1890
nm9426615,Laurel and Hardy,n.a.
nm9426616,John Laurie,
nm9426617,Piper Laurie,1932
nm9426618,Ed Lauter,1940
nm9426619,Harry Lauter,1920
nm9426620,Daliah Lavi,1940
nm9426621,John Phillip Law,1937
nm9426622,Peter Lawford,1923
nm9426623,Jody Lawrence,1930
nm9426624,Adam Lawrence,
nm9426625,Barbara Lawrence,1928
nm9426626,Bruno Lawrence,
nm9426627,Delphi Lawrence,1927
nm9426628,Florence Lawrence,1886
nm9426629,Gertrude Lawrence,1898
nm9426630,Marc Lawrence,1910
nm9426631,Steve Lawrence,
nm9426632,Leigh Lawson,1944
nm9426633,Wilfrid Lawson,1900
nm9426634,Frank Lawton,1904
nm9426635,George Lazenby,1939
nm9426636,Robin Leach,
nm9426637,Rosemary Leach,
nm9426638,Cloris Leachman,1926
nm9426639,Zarah Leander,1907
nm9426640,Michael Learned,1939
nm9426641,Denis Leary,1958
nm9426642,JeanPierre Leaud,1944
nm9426643,Stanley Leavitt,
nm9426644,Kelly LeBrock,
nm9426645,Francis Lederer,1906
nm9426646,Otto Lederer,
nm9426647,Anna Lee,1914
nm9426648,Berlinda Lee,1935
nm9426649,Bill Lee,1928
nm9426650,Bernard Lee,1908
nm9426651,Brandon Lee,1964
nm9426652,Bruce Lee,1940
nm9426653,Canada Lee,1907
nm9426654,Carl Lee,
nm9426655,China Lee,
nm9426656,Christopher Lee,1922
nm9426657,Cinque Lee,
nm9426658,Cynthia Lee,
nm9426659,Davey Lee,1925
nm9426660,Dixie Lee,1911
nm9426661,Dorothy Lee,1911
nm9426662,Gypsy Rose Lee,1913
nm9426663,Joie Lee,
nm9426664,Mark Lee,
nm9426665,Michele Lee,1942
nm9426666,Robbie Lee,
nm9426667,Peggy Lee,1921
nm9426668,Pinky Lee,
nm9426669,Spike,
nm9426670,Richard Leech,1922
nm9426671,Andrea Leeds,1914
nm9426672,Thelma Leeds,1914
nm9426673,Roger Leenhardt,
nm9426674,Eva leGallienne,
nm9426675,James LeGros,1950
nm9426676,Beatrix Lehman,
nm9426677,Fritz Leiber,1883
nm9426678,Ron Leibman,1937
nm9426679,Don Leifert,
nm9426680,Janet Leigh,1927
nm9426681,Jennifer Jason Leigh,1961
nm9426682,Vivien Leigh,1913
nm9426683,Barbara LeighHunt,1935
nm9426684,Margaret Leighton,1922
nm9426685,Tom Leindecker,
nm9426686,Frederick Leister,1885
nm9426687,Donovan Leitch,
nm9426688,Virginia Leith,1932
nm9426689,Paul LeMat,1952
nm9426690,Harvey Lembeck,1925
nm9426691,Michael Lembeck,
nm9426692,Jack Lemmon,1925
nm9426693,Meadowlark Lemon,
nm9426694,John Lennon,
nm9426695,Jean Lenoir,
nm9426696,Rula Lenska,
nm9426697,Leib Lensky,
nm9426698,Lotte Lenya,1899
nm9426699,Kay Lenz,1953
nm9426700,Rick Lenz,1939
nm9426701,Valerie Leon,
nm9426702,Murray Leonard,1898
nm9426703,Sheldon Leonard,1907
nm9426704,Tea Leoni,
nm9426705,Michael Lerner,
nm9426706,Madeleine Leroux,
nm9426707,Joan Leslie,1925
nm9426708,Bob Lesser,
nm9426709,Bruce Lester,1912
nm9426710,Buddy Lester,
nm9426711,Mark Lester,1958
nm9426712,Al Lettieri,1927
nm9426713,Oscar Levant,1906
nm9426714,Sam Levene,1905
nm9426715,David Lewis,
nm9426716,Diana Lewis,1915
nm9426717,Fiona Lewis,1946
nm9426718,Geoffrey Lewis,
nm9426719,Jenny Lewis,1975
nm9426720,Jerry Lewis,1926
nm9426721,Jerry Lee Lewis,
nm9426722,Joe Lewis,
nm9426723,Ronald Lewis,1928
nm9426724,Sheldon Lewis,1868
nm9426725,Edward Lexy,1897
nm9426726,Viola Leyel,
nm9426727,John Leyton,1939
nm9426728,Brian Libby,
nm9426729,Liberace,
nm9426730,Anne Libert,
nm9426731,Jeremy Licht,
nm9426732,Mitchell Lichtenstein,
nm9426733,Anki Liden,
nm9426734,Ron Liebman,
nm9426735,Lo Lieh,
nm9426736,Albert Lieven,1906
nm9426737,Gordon Lightfoot,
nm9426738,Beatrice Lillie,1898
nm9426739,Elmo Lincoln,1889
nm9426740,Gunnel Lindblom,1931
nm9426741,Eric Linden,1909
nm9426742,Hal Linden,1932
nm9426743,Jennie Linden,1939
nm9426744,Cec Linder,1921
nm9426745,Max Linder,1883
nm9426746,Viveca Lindfors,1920
nm9426747,Audra Lindley,
nm9426748,Olga Lindo,1898
nm9426749,Margaret Lindsay,1910
nm9426750,Mark LinnBaker,
nm9426751,L\'eon M. Lion,
nm9426752,Eugene Lipinski,
nm9426753,Dennis Lipscomb,
nm9426754,Virna Lisi,1937
nm9426755,Francis Lister,1899
nm9426756,Moira Lister,1923
nm9426757,John Litel,1895
nm9426758,John Lithgow,
nm9426759,Ann Little,
nm9426760,Cleavon Little,1939
nm9426761,Lucien Littlefield,1895
nm9426762,Jack Livesey,1901
nm9426763,Roger Livesey,1906
nm9426764,Sam Livesey,1873
nm9426765,Margaret Livingston,1900
nm9426766,Stanley Livingston,
nm9426767,Desmond Llewellyn,
nm9426768,Christopher Lloyd,
nm9426769,Doris Lloyd,1899
nm9426770,Emily Lloyd,
nm9426771,Harold Lloyd,1893
nm9426772,Kathleen Lloyd,
nm9426773,Norman Lloyd,1914
nm9426774,Charles Lloyd-Pack,1905
nm9426775,Tony LoBianco,
nm9426776,Philip Locke,
nm9426777,Sondra Locke,1947
nm9426778,Calvin Lockhart,1934
nm9426779,Gene Lockhart,1891
nm9426780,June Lockhart,1925
nm9426781,Kathleen Lockhart,1893
nm9426782,Heather Locklear,
nm9426783,Gary Lockwood,1937
nm9426784,Margaret Lockwood,1916
nm9426785,Barbara Loden,
nm9426786,John Loder,1898
nm9426787,David Lodge,1922
nm9426788,John Lodge,1903
nm9426789,Jaqueline Logan,
nm9426790,Robert F. Logan,
nm9426791,Robert Loggia,1930
nm9426792,Marie Lohr,1890
nm9426793,Gina Lollobrigida,1927
nm9426794,Herbert Lom,1917
nm9426795,Herbert Lomas,1887
nm9426796,Karina Lombard,1969
nm9426797,Carole Lombard,1908
nm9426798,Sol Lomita,
nm9426799,Julie London,1926
nm9426800,John Lone,
nm9426801,Audrey Long,1924
nm9426802,Avon Long,
nm9426803,Richard Long,1927
nm9426804,Shelley Long,
nm9426805,Walter Long,1879
nm9426806,John Longden,1900
nm9426807,Terence Longden,1922
nm9426808,Claudine Longet,
nm9426809,Ray Lonnen,
nm9426810,Michel Lonsdale,1931
nm9426811,Richard Loo,1903
nm9426812,Herbert Loom,
nm9426813,Nancy Loomis,
nm9426814,Rod Loomis,
nm9426815,Gerry Lopez,
nm9426816,Perry Lopez,
nm9426817,Trini Lopez,1933
nm9426818,Gail Lorber,
nm9426819,Jack Lord,1922
nm9426820,Marjorie Lord,1922
nm9426821,Pauline Lord,1890
nm9426822,Traci Lords,
nm9426823,Tony Lorea,
nm9426824,Sophia Loren,1934
nm9426825,Marion Lorne,1886
nm9426826,Peter Lorre,1904
nm9426827,Joan Lorring,1926
nm9426828,Tilly Losch,1901
nm9426829,Bill Louie,
nm9426830,Joe Louis,
nm9426831,Willard Louis,
nm9426832,Anita Louise,1915
nm9426833,Tina Louise,1934
nm9426834,Bessie Love,1898
nm9426835,Montagu Love,1877
nm9426836,Phyllis Love,
nm9426837,Frank Lovejoy,1912
nm9426838,Linda Lovelace,1952
nm9426839,Dyson Lovell,
nm9426840,Raymond Lovell,1900
nm9426841,Lyle Lovett,1958
nm9426842,Arthur Lowe,1914
nm9426843,Edmund Lowe,1890
nm9426844,Rob Lowe,
nm9426845,Carrie Lowell,1964
nm9426846,Robert Lowery,1916
nm9426847,Lynn Lowry,
nm9426848,Morton Lowry,1908
nm9426849,Myrna Loy,1905
nm9426850,Lisa Lu,
nm9426851,Antonella Lualdi,1931
nm9426852,Arthur Lucan,1887
nm9426853,Lisa Lucas,
nm9426854,Wilfred Lucas,1926
nm9426855,Deborah Luce,
nm9426856,Corinne Luchaire,1921
nm9426857,Laurence Luckinbill,1934
nm9426858,Charles Ludlam,
nm9426859,Lorna Luft,
nm9426860,Bela Lugosi,1882
nm9426861,Paul Lukas,1887
nm9426862,Jorge Luke,
nm9426863,Keye Luke,1904
nm9426864,Aldrick Lukes,
nm9426865,Folco Lulli,1912
nm9426866,Lulu,1948
nm9426867,Joanna Lumley,1946
nm9426868,Dayton Lummis,1903
nm9426869,Barbara Luna,1937
nm9426870,Art Lund,1915
nm9426871,John Lund,1913
nm9426872,Alfred Lunt,1892
nm9426873,Ida Lupino,1914
nm9426874,Stanley Lupino,1893
nm9426875,Paul Lupone,
nm9426876,Alfred Lutter,
nm9426877,Thuy An Luu,1967
nm9426878,Jimmy Lydon,1923
nm9426879,Viola Lyel,1900
nm9426880,Alfred Lynch,1933
nm9426881,Richard Lynch,1936
nm9426882,Paul Lynde,1926
nm9426883,Robert Lynen,1921
nm9426884,Carol Lynley,1942
nm9426885,Ann Lynn,1934
nm9426886,Diana Lynn,1926
nm9426887,Jeffrey Lynn,1909
nm9426888,Leni Lynn,1925
nm9426889,Ralph Lynn,1882
nm9426890,Sharon Lynn,1910
nm9426891,Vera Lynn,1921
nm9426892,Ben Lyon,1901
nm9426893,Sue Lyon,1946
nm9426894,Tom Lyons,
nm9426895,Bert Lytell,1888
nm9426896,James MacArthur,1937
nm9426897,Ralph Macchio,
nm9426898,Simon MacCorkindale,1952
nm9426899,J.Farrell MacDonald,1875
nm9426900,Jeanette MacDonald,
nm9426901,Andie MacDowell,
nm9426902,Niall MacGinnis,1913
nm9426903,Jack MacGowran,1916
nm9426904,Ali MacGraw,1938
nm9426905,Marlena MacGuire,
nm9426906,Stephen Macht,
nm9426907,Helen Mack,1913
nm9426908,Kerry Mack,
nm9426909,Marion Mack,
nm9426910,Dorothy Mackaill,1903
nm9426911,Barry Mackay,1906
nm9426912,Fulton Mackay,
nm9426913,Janet MacLachian,
nm9426914,Kyle MacLachlan,
nm9426915,Sandy Mackendrick,1912
nm9426916,Kenneth MacKenna,1899
nm9426917,Shirley MacLaine,1934
nm9426918,Barton MacLane,1900
nm9426919,Douglass MacLean,1890
nm9426920,Micheal MacLiammoir,1899
nm9426921,Jena Malone,1984
nm9426922,Aline MacMahon,1899
nm9426923,Horace MacMahon,1907
nm9426924,Fred MacMurray,1907
nm9426925,Robert MacNaughton,
nm9426926,Patrick MacNee,1922
nm9426927,Kristy MacNichol,1976
nm9426928,Peter MacNicol,
nm9426929,Norman Macowan,1877
nm9426930,Douglas MacPhail,1910
nm9426931,Elle MacPherson,1966
nm9426932,Jeanie MacPherson,1878
nm9426933,Duncan Macrae,1905
nm9426934,Gordon Macrae,1921
nm9426935,Michael Macrae,
nm9426936,George Macready,1909
nm9426937,Bill Macy,1922
nm9426938,William H. Macy,
nm9426939,Donald Madden,
nm9426940,Peter Madden,1905
nm9426941,Victor Maddern,1926
nm9426942,Amy Madigan,
nm9426943,Guy Madison,1922
nm9426944,Noel Madison,1898
nm9426945,Madonna,1959
nm9426946,Patrick Magee,1924
nm9426947,Anna Magnani,1907
nm9426948,George Maharis,1928
nm9426949,Jock Mahoney,1919
nm9426950,John Mahoney,
nm9426951,Marjorie Main,1890
nm9426952,Marne Maitland,1920
nm9426953,Lee Majors,1940
nm9426954,Eliot Makeham,1882
nm9426955,Chris Makepeace,
nm9426956,Mako,
nm9426957,Mala,1906
nm9426958,Patrick Malahide,
nm9426959,John Malcolm,
nm9426960,Karl Malden,1913
nm9426961,Laurent Malet,
nm9426962,John Malkovich,
nm9426963,Miles Malleson,1888
nm9426964,Tania Mallett,
nm9426965,Boots Mallory,1913
nm9426966,Gina Malo,1909
nm9426967,Dorothy Malone,1925
nm9426968,Eily Malyon,1879
nm9426969,Nick Mancuso,1956
nm9426970,Robert Mandan,
nm9426971,Miles Mander,1888
nm9426972,Silvana Mangano,1937
nm9426973,Karin Mani,
nm9426974,Hank Mann,1887
nm9426975,Guido Mannari,
nm9426976,David Manners,1901
nm9426977,Lucie Mannheim,1895
nm9426978,Ettori Manni,1927
nm9426979,Irene Manning,1917
nm9426980,Dinah Manoff,
nm9426981,Jayne Mansfield,1932
nm9426982,Clelia Mantania,
nm9426983,Paul Mantee,1936
nm9426984,Joe Mantell,
nm9426985,Kiti Manver,
nm9426986,Leslie Manville,
nm9426987,Linda Manz,1961
nm9426988,David Manzy,
nm9426989,Adele Mara,1923
nm9426990,Jean Marais,1913
nm9426991,Marcel Marceau,
nm9426992,Sophie Marceau,1966
nm9426993,Fredric March,1897
nm9426994,Hal March,1920
nm9426995,Jane March,1973
nm9426996,Corinne Marchand,1928
nm9426997,Henri Marchand,1898
nm9426998,Nancy Marchand,
nm9426999,Andrea Marcovicci,
nm9427000,Theodore Marcuse,1920
nm9427001,Janie Mareze,
nm9427002,Arthur Margetson,1897
nm9427003,Margo,1918
nm9427004,Janet Margolin,1943
nm9427005,Stuart Margolin,1940
nm9427006,Michael Margotta,
nm9427007,Cheech Marin,
nm9427008,Jacques Marin,1919
nm9427009,Rikki Marin,
nm9427010,Howard MarionCrawford,1914
nm9427011,Jane March,1973
nm9427012,Jane Marken,1895
nm9427013,Enid Markey,1890
nm9427014,Kika Markham,
nm9427015,Monte Markham,1935
nm9427016,Ted Markland,
nm9427017,John Marley,1916
nm9427018,Hugh Marlowe,1911
nm9427019,Scott Marlowe,
nm9427020,Percy Marmont,1883
nm9427021,Evaristo Marquez,
nm9427022,Sally Marr,
nm9427023,Kenneth Mars,1936
nm9427024,Carol Marsh,1926
nm9427025,Garry Marsh,1902
nm9427026,Mae Marsh,1895
nm9427027,Marion Marsh,1913
nm9427028,Alan Marshal,1909
nm9427029,Arthur Marshal,
nm9427030,Brenda Marshall,1915
nm9427031,Bryan Marshall,
nm9427032,Connie Marshall,1938
nm9427033,Don Marshall,
nm9427034,E.G. Marshall,1910
nm9427035,Herbert Marshall,1890
nm9427036,James Marshall,1967
nm9427037,Ken Marshall,
nm9427038,Penny Marshall,
nm9427039,Sarah Marshall,
nm9427040,Tully Marshall,1864
nm9427041,Zena Marshall,1926
nm9427042,AnneMarie Martin,1957
nm9427043,ChrisPin Martin,1894
nm9427044,Dean Martin,1917
nm9427045,Dewey Martin,1923
nm9427046,Dick Martin,1923
nm9427047,Edie Martin,1880
nm9427048,Jean Martin,
nm9427049,Marion Martin,1916
nm9427050,Mary Martin,1913
nm9427051,Millicent Martin,1934
nm9427052,Pamela Sue Martin,
nm9427053,Ross Martin,1920
nm9427054,Steve Martin,1945
nm9427055,Strother Martin,1920
nm9427056,Tony Martin,1912
nm9427057,Elsa Martinelli,1933
nm9427058,Frederick Martini,
nm9427059,Nino Martini,1904
nm9427060,Al Martino,
nm9427061,Leslie Martinson,
nm9427062,Lee Marvin,1924
nm9427063,Chico Marx,1886
nm9427064,Groucho Marx,1890
nm9427065,Harpo Marx,1888
nm9427066,Gummo Marx,1893
nm9427067,Zeppo Marx,1901
nm9427068,Marx Brothers,n.a.
nm9427069,Ron Masak,
nm9427070,Giulietta Masina,1921
nm9427071,Johnny Mask,
nm9427072,Virginia Maskell,1936
nm9427073,Henry Mason,
nm9427074,Hilary Mason,
nm9427075,Jack Mason,
nm9427076,James Mason,1909
nm9427077,Marsha Mason,1942
nm9427078,Shirley Mason,1900
nm9427079,Lea Massari,1933
nm9427080,Osa Massen,1915
nm9427081,Anna Massey,1937
nm9427082,Daniel Massey,1933
nm9427083,Edith Massey,
nm9427084,Ilona Massey,1912
nm9427085,Raymond Massey,1896
nm9427086,Paul Massie,1932
nm9427087,Mary Stuart Masterson,1967
nm9427088,Peter Masterson,
nm9427089,Sean Masterson,
nm9427090,Mary Elizabeth Mastrantonio,
nm9427091,Chiara Mastroianni,1972
nm9427092,Marcello Mastroianni,1923
nm9427093,Richard Masur,
nm9427094,Clelia Matania,
nm9427095,Julian Mateus,
nm9427096,Aubrey Mather,1885
nm9427097,James Mathers,
nm9427098,Murray Matheson,1912
nm9427099,Tim Matheson,1926
nm9427100,Kerwin Mathews,1926
nm9427101,Walter Matthau,1920
nm9427102,A.E. Matthews,1869
nm9427103,Jessie Matthews,1907
nm9427104,Lester Matthews,1900
nm9427105,Peter Matthey,
nm9427106,Robin Mattson,
nm9427107,Victor Mature,1915
nm9427108,Billy Mauch,1925
nm9427109,Bobby Mauch,1925
nm9427110,Cyril Maude,
nm9427111,Carmen Maura,
nm9427112,Nicole Maurey,1925
nm9427113,Edwin Maxwell,1886
nm9427114,Elsa Maxwell,1883
nm9427115,Lois Maxwell,1927
nm9427116,Marilyn Maxwell,1921
nm9427117,Elaine May,1932
nm9427118,Mathilda May,1965
nm9427119,Russ Mayberry,
nm9427120,Eddie Mayehoff,1911
nm9427121,Peter Mayhew,
nm9427122,Bill Maynard,1928
nm9427123,Ken Maynard,1895
nm9427124,Ferdy Mayne,1916
nm9427125,Virginia Mayo,1920
nm9427126,Mike Mazurki,1909
nm9427127,Melanie Mayron,
nm9427128,Paul Mazursky,1938
nm9427129,Marianne McAndrew,1938
nm9427130,Ray McAnnely,
nm9427131,Andrea McArdle,
nm9427132,May McAvoy,1901
nm9427133,Diane McBain,1941
nm9427134,Donald McBride,1894
nm9427135,Marcia McBroom,
nm9427136,Frances Lee McCain,
nm9427137,Irish McCalla,
nm9427138,Lon McCallister,1923
nm9427139,David McCallum,1933
nm9427140,John McCallum,1917
nm9427141,Neil McCallum,1929
nm9427142,Mercedes McCambridge,1918
nm9427143,Andrew McCarthy,
nm9427144,Kevin McCarthy,1914
nm9427145,Rue McClanahan,
nm9427146,Fergus McClelland,
nm9427147,Sean McClory,1923
nm9427148,Doug McClure,1935
nm9427149,Marc McClure,
nm9427150,Keith McConnell,
nm9427151,Richard McConnell,
nm9427152,Kent McCord,
nm9427153,Patty McCormack,1945
nm9427154,F.J. McCormick,1891
nm9427155,Myron McCormick,1908
nm9427156,Pat McCormick,
nm9427157,Alec McCowen,1925
nm9427158,Tim McCoy,1891
nm9427159,Van McCoy,
nm9427160,Jeff McCracken,
nm9427161,Jody McCrea,
nm9427162,Joel McCrea,1905
nm9427163,Hattie McDaniel,1895
nm9427164,Hugh McDermott,1908
nm9427165,Ruth McDevitt,1895
nm9427166,Marie McDonald,1923
nm9427167,Kit McDonough,
nm9427168,Betty McDowall,
nm9427169,Malcolm McDowell,1943
nm9427170,Roddy McDowall,1928
nm9427171,John McEnery,1945
nm9427172,Peter McEnery,1940
nm9427173,Arnie McEnroe,
nm9427174,Spanky McFarland,1928
nm9427175,Spanky McFarland,
nm9427176,Darren McGavin,1922
nm9427177,Vonetta McGee,
nm9427178,Everett McGill,
nm9427179,Ted McGinley,
nm9427180,John McGiver,1913
nm9427181,Frank McGlynn,1867
nm9427182,Patrick McGoohan,1928
nm9427183,Elizabeth McGovern,1961
nm9427184,Alec McGowan,
nm9427185,Ali McGraw,
nm9427186,Charles McGraw,1914
nm9427187,Angela Punch McGregor,
nm9427188,Julie McGregor,
nm9427189,Biff McGuire,1926
nm9427190,Bill McGuire,
nm9427191,Don McGuire,1919
nm9427192,Dorothy McGuire,1919
nm9427193,Marlena McGuire,
nm9427194,Stephen McHattie,
nm9427195,Frank McHugh,1899
nm9427196,John McIntire,1907
nm9427197,Michael McKean,
nm9427198,Lonette McKee,
nm9427199,Ian McKellen,1935
nm9427200,Siobhan McKenna,1923
nm9427201,T.P. McKenna,
nm9427202,Virginia McKenna,1931
nm9427203,Kate McKenzie,
nm9427204,Leo McKern,1920
nm9427205,Norman McKinnel,
nm9427206,Bill McKinney,
nm9427207,Victor McLaglen,1883
nm9427208,Hollis McLaren,
nm9427209,Gibb McLaughlin,1884
nm9427210,John C. McLaughlin,
nm9427211,Diana McLean,
nm9427212,Catherine McLeod,1924
nm9427213,Allyn Ann McLerie,1926
nm9427214,John McLiam,
nm9427215,Marshall McLuhan,
nm9427216,Ed McMahon,
nm9427217,John McMartin,
nm9427218,Kenneth McMillan,
nm9427219,Barbara McNair,
nm9427220,Stephen McNally,1913
nm9427221,Maggie McNamara,1928
nm9427222,Gus McNaughton,1884
nm9427223,Howard McNear,1905
nm9427224,Patrick McNee,1922
nm9427225,Claudia McNeil,
nm9427226,Kathryn McNeil,
nm9427227,Kristy McNichol,1963
nm9427228,Maggie McOmie,
nm9427229,Butterfly McQueen,1911
nm9427230,Steve McQueen,1930
nm9427231,Frank McRae,
nm9427232,Ian McShane,1942
nm9427233,Michael McShane,1955
nm9427234,Robert McWade,1865
nm9427235,Audrey Meadows,
nm9427236,Jayne Meadows,1920
nm9427237,Joyce Meadows,
nm9427238,Anne Meara,1929
nm9427239,DeAnn Mears,
nm9427240,Sylvie Meda,
nm9427241,Kay Medford,1914
nm9427242,Patricia Medina,1921
nm9427243,Michael Medwin,1923
nm9427244,Donald Meek,1880
nm9427245,George Meeker,
nm9427246,Ralph Meeker,1920
nm9427247,Thomas Meighan,1879
nm9427248,John Meillon,1934
nm9427249,Mariangela Melato,
nm9427250,Claudine Melgrave,
nm9427251,George S. Melies,1861
nm9427252,Marisa Mell,1929
nm9427253,Michael Melling,
nm9427254,Fuller Mellish~jr.,
nm9427255,Breno Mello,
nm9427256,JeanPierre Melville,1917
nm9427257,Sam Melville,
nm9427258,Murray Melvin,1932
nm9427259,Mauro Mendonco,
nm9427260,Adolphe Menjou,1890
nm9427261,Doro Merande,1898
nm9427262,Nerida Mercado,
nm9427263,Beryl Mercer,1882
nm9427264,Vivien Merchant,1929
nm9427265,Michele Mercier,1942
nm9427266,Melina Mercouri,1923
nm9427267,Burgess Meredith,1908
nm9427268,Don Meredith,
nm9427269,Lee Meredith,
nm9427270,John Merivale,
nm9427271,Philip Merivale,1886
nm9427272,Lee Meriwether,1935
nm9427273,Una Merkel,1903
nm9427274,Ethel Merman,1908
nm9427275,Mary Merrall,
nm9427276,Dina Merrill,1928
nm9427277,Gary Merrill,1914
nm9427278,George Merritt,1890
nm9427279,Jane Merrow,1941
nm9427280,William Mervyn,1912
nm9427281,Hannes Messemer,1924
nm9427282,Mayo Methot,1904
nm9427283,Art Metrano,1937
nm9427284,Jim Metzler,
nm9427285,Emile Meyer,1903
nm9427286,Torben Meyer,
nm9427287,Vittorio Mezzoglomo,
nm9427288,Ralph Michael,1907
nm9427289,Beverly Michaels,1927
nm9427290,Dolores Michaels,1930
nm9427291,Drew Michaels,
nm9427292,Jordan Michaels,
nm9427293,Matt Michaels,
nm9427294,Keith Michell,1926
nm9427295,Ann Michelle,
nm9427296,Charlotte Michelle,
nm9427297,Charles Middleton,1874
nm9427298,Guy Middleton,1906
nm9427299,Ray Middleton,1908
nm9427300,Robert Middleton,1911
nm9427301,Bette Midler,1944
nm9427302,Toshiro Mifune,1920
nm9427303,Tatsuta Mihashi,
nm9427304,Mark Mikulski,
nm9427305,Mario Milano,
nm9427306,Bernard Miles,1907
nm9427307,Joanna Miles,1949
nm9427308,Kelly Miles,
nm9427309,Lillian Miles,
nm9427310,Peter Miles,1938
nm9427311,Sarah Miles,1941
nm9427312,Sherry Miles,
nm9427313,Sylvia Miles,1926
nm9427314,Vera Miles,1929
nm9427315,Kim Milford,
nm9427316,Penelope Milford,
nm9427317,Tomas Milian,1938
nm9427318,John Miljan,1893
nm9427319,Ray Milland,1905
nm9427320,Ray Millard,
nm9427321,Ann Miller,1919
nm9427322,Barry Miller,
nm9427323,David Miller,1909
nm9427324,Denny Miller,
nm9427325,Dick Miller,1928
nm9427326,Eve Miller,
nm9427327,Frank Miller,
nm9427328,Glenn Miller,1904
nm9427329,Jason Miller,1939
